timestamp,date;_GM;T,sta;tu;name;away_team_name;Game Week;Pre-Match PPG (Home);Pre-Match PPG (Away);home_ppg;away_ppg;home_team_goal_count;away_team_goal_count;total_goal_count;total_goals_at_half_time;home_team_goal_count_half_time;away_team_goal_count_half_time;home_team_goal_timings;away_team_goal_timings;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;home_team_first_half_cards;home_team_second_half_cards;away_team_first_half_cards;away_team_second_half_cards;home_team_shots;away_team_shots;home_team_shots_on_target;away_team_shots_on_target;home_team_shots_off_target;away_team_shots_off_target;home_team_fouls;away_team_fouls;home_team_possession;away_team_possession;Home Team Pre-Match xG;Away Team Pre-Match xG;team_a_xg;team_b_xg;average_goals_per_match_pre_match;btts_percentage_pre_match;over_15_percentage_pre_match;over_25_percentage_pre_match;over_35_percentage_pre_match;over_45_percentage_pre_match;over_15_HT_FHG_percentage_pre_match;over_05_HT_FHG_percentage_pre_match;over_15_2HG_percentage_pre_match;over_05_2HG_percentage_pre_match;average_corners_per_match_pre_match;average_cards_per_match_pre_match;odds_ft_home_team_win;odds_ft_draw;odds_ft_away_team_win;odds_ft_over15;odds_ft_over25;odds_ft_over35;odds_ft_over45;odds_btts_yes;odds_btts_no
1695999600,Sep;29;2023;-;Ta'ee; Nassr;8;2;2,25;1,29;2,53;1;2;3;1;0;1;79;32,87;4;0;4;0;2;0;1;3;0;2;12;20;7;7;2;8;15;13;42;58;1,01;1,9;1,26;1,95;3,09;38;67;67;38;25;25;67;67;100;9,92;3,33;11,86;6,01;1,12;1,15;1,47;2,35;3,5;2,3;1,57
1695999600,Sep;29;2023;-;Hazm; Taawon;8;0,33;1,75;0,82;1,71;1;3;4;0;0;0;72;59,86,90'14;8;5;1;0;0;0;0;1;0;0;12;19;4;12;2;2;12;11;36;64;0,95;1,72;1,08;2,19;2,92;59;88;29;29;29;59;100;29;59;8,92;4,92;4,2;3,7;1,62;1,25;1,76;2,95;5,5;1,7;2,1
1695999600,Sep;29;2023;-;Feiha; Ittihad;8;1,25;3;1,12;1,47;0;0;0;0;0;0;;;3;5;1;0;2;0;0;1;0;2;10;12;5;6;2;4;10;14;36;64;1,05;1,6;0,95;1,58;2;13;50;50;25;0;25;25;38;75;10,25;2,5;8,47;5,08;1,21;1,17;1,49;2,41;4;2,05;1,7
1696010400,Sep;29;2023;-;Hilal; Shabab;8;2,33;1;2,88;1;2;0;2;0;0;0;68,76;;7;2;1;0;1;0;1;0;0;1;24;10;9;2;9;7;17;12;50;50;2,65;0,88;2,33;1,03;3,34;50;84;50;50;17;84;84;33;67;12;5,33;1,33;5,7;8,25;1,14;1,41;2,18;3,4;1,8;1,91
1696075200,Sep;30;2023;-;bha; Riyadh;8;1,5;0,33;1,76;0,94;0;1;1;0;0;0;;84;5;3;1;0;1;0;0;1;1;0;19;6;3;3;10;2;9;18;59;41;1,11;0,97;1,37;0,66;3,84;71;88;88;59;17;63;75;71;100;5,33;4,42;1,96;3,56;3,51;1,25;1,79;2,95;5,5;1,62;2,1
1696086000,Sep;30;2023;-;Fateh; Wahda;8;1,33;1;1,35;0,82;5;1;6;2;1;1;45'5,67,86,89,90'2;21;1;4;1;0;2;0;1;0;2;0;16;8;8;6;5;1;16;12;53;47;1,25;1,42;1,66;1,22;3,67;50;84;67;50;50;67;100;67;67;10,67;2,67;1,74;3,59;3,49;1,2;1,55;2,5;4,5;1,53;2,28
1696086000,Sep;30;2023;-;Raed; Akhdoud;8;0,75;1,33;1,12;0,82;1;2;3;2;1;1;29;21,83;10;2;2;0;3;0;0;2;1;2;18;10;4;6;5;3;17;12;58;42;0,96;0,89;1,27;1,29;2,42;29;67;50;25;0;13;54;38;100;7;3,67;1,9;3,31;3,21;1,25;1,79;3;5,75;1,64;2,07
1696096800,Sep;30;2023;-;Ahli; Ittifaq;8;3;2;2,18;1,35;0;0;0;0;0;0;;;8;2;1;0;1;0;1;0;1;0;16;5;4;3;8;2;13;14;48;52;1,66;0,9;1,45;0,84;2,84;42;88;42;42;13;42;71;42;84;6,25;2,58;1,55;4,25;5,13;1,17;1,53;2,38;4;1,63;2,22
1696096800,Sep;30;2023;-;Khaleej;Dhamk;8;0,33;0,25;0,88;1;0;2;2;1;0;1;;43,56;2;2;4;0;1;0;1;3;1;0;19;9;8;5;6;3;19;14;53;47;1,25;1,06;1,8;1,13;3,29;88;88;59;59;13;59;75;59;100;5,83;5,42;1,92;3,31;3,15;1,25;1,78;2,95;5,5;1,59;2,15
1696507200,Oct;5;2023;-;hamk; Hazm;9;1;0,5;1,41;0,59;4;1;5;2;2;0;16,42,46,63;83;6;1;1;0;0;0;0;1;0;0;9;13;7;5;0;5;10;14;52;48;1,49;1,22;1,21;1,34;3,04;88;88;59;59;13;59;88;59;88;10,75;4,25;1,7;3,5;4,5;1,28;1,9;3,25;6;1,8;1,95
1696518000,Oct;5;2023;-;Riyadh; Shabab;9;0,75;0,75;1,12;1;2;2;4;1;1;0;36,73;53,87;2;10;2;0;1;0;0;2;1;0;9;19;5;6;2;6;12;19;30;70;1,1;0,92;0,9;1,82;2,63;25;63;50;50;0;38;63;38;88;8,75;4,75;4,33;3,75;1,67;1,2;1,7;2,7;4,5;1,68;2,1
1696518000,Oct;5;2023;-;Taawon; Ta'ee;9;3;0,25;1,76;0,53;3;0;3;2;2;0;11,13,57;;4;5;0;0;2;0;0;0;2;0;16;15;8;5;7;8;10;12;49;51;1,67;1,1;1,81;1,7;3,13;59;84;46;29;29;59;71;42;71;8;4,75;1,44;4;6;1,22;1,7;2,9;5,25;1,83;1,9
1696528800,Oct;5;2023;-;Ittifaq; Fateh;9;2,5;1,75;1,47;1,29;1;2;3;0;0;0;64;85,90'3;3;1;2;0;1;0;0;2;0;1;15;9;7;3;6;3;12;12;54;46;1,52;1,39;1,8;0,85;3,88;100;100;88;63;13;75;100;50;88;10,5;3,5;1,83;3,5;3,6;1,18;1,62;2,3;4;1,47;2,55
1696604400,Oct;6;2023;-;Nassr;Abha;9;2;0;2,29;0,12;2;2;4;3;2;1;3,28;36,90'2;8;2;0;1;4;0;0;1;0;4;26;10;7;7;11;2;10;10;60;40;1,97;1,06;2,23;1,26;3,17;17;67;50;50;17;50;67;33;100;10;3,33;1,06;14,62;19,15;1,07;1,25;1,67;2,55;2,2;1,62
1696615200,Oct;6;2023;-;Ittihad; Ahli;9;2;1;1,71;1,65;0;1;1;1;0;1;;31;4;3;2;0;4;0;1;1;0;4;18;6;5;3;9;1;8;9;62;38;1,7;1,9;1,78;0,72;4,84;84;100;84;67;50;84;84;84;84;11;6,34;2;3,5;3,1;1,18;1,57;2,35;4;1,5;2,5
1696690800,Oct;7;2023;-;Akhdoud; Hil;9;0;2,5;1,12;2,76;0;3;3;1;0;1;;10,71,83;2;10;3;1;1;0;3;1;1;0;7;23;2;11;4;9;6;9;27;73;1,16;1,92;0,7;2,72;3;50;63;50;50;13;38;75;38;88;12;3,75;17;7;1,13;1,13;1,4;2,06;3,3;2,25;1,57
1696701600,Oct;7;2023;-;Wahda; Feiha;9;2,25;1,33;1,29;1,47;1;1;2;1;0;1;76;23;5;3;2;0;3;0;0;2;0;3;14;9;4;5;8;3;12;11;59;41;1,57;1,22;1,41;1,08;3,63;75;100;84;54;13;54;88;84;84;9,08;2,5;2;3,4;3,3;1,25;1,7;2,9;5,25;1,62;2,2
1696701600,Oct;7;2023;-;Khaleej; Raed;9;0,25;0,33;0,88;1,06;0;0;0;0;0;0;;;1;4;2;0;4;0;0;2;0;4;10;12;2;5;6;3;8;11;54;46;1,39;1,35;0,95;1,02;2,17;54;67;42;25;0;42;67;25;67;13,42;4,58;2,1;3,4;3,1;1,22;1,75;2,7;5;1,62;2,2
1697814000,Oct;20;2023;-;Taawon; Ittihad;10;3;2,6;1,76;1,47;1;1;2;2;1;1;26;22;4;11;1;0;2;0;0;1;1;1;16;13;4;9;9;3;8;10;49;51;1,71;1,59;1,44;1,76;2,6;25;68;68;23;13;48;48;33;78;10,35;2,3;4,37;3,67;1,57;1,15;1,57;2,35;4,4;1,62;2,2
1697814000,Oct;20;2023;-;Akhdoud; Feiha;10;0;1,25;1,12;1,47;1;2;3;2;1;1;45'4;29,66;8;2;0;0;0;0;0;0;0;0;16;14;7;4;5;5;9;7;56;44;1,07;1,18;1,78;1,17;2,38;60;70;45;23;0;23;80;35;78;9,55;4,3;3,4;3,31;2,09;1,32;2,05;3,5;6,5;1,83;1,83
1697824800,Oct;20;2023;-;Fateh;Abha;10;1,75;0,25;1,35;0,12;4;1;5;2;2;0;21,45'4,70,90'10;55;4;5;2;0;2;0;1;1;0;2;22;17;10;6;3;6;19;17;58;42;1,35;1,11;1,97;1,54;3,63;50;75;63;63;38;75;75;50;88;7;3,75;1,55;4,6;5,35;1,1;1,44;2,19;3,5;1,57;2,25
1697824800,Oct;20;2023;-;Hilal; Kheej;10;2,5;1,75;2,88;1,29;1;0;1;1;1;0;30;;9;3;2;0;2;0;1;1;1;1;21;11;7;2;11;5;13;8;66;34;2,57;1,08;2,3;0,75;3;63;88;38;38;13;63;75;50;75;12;3,5;1,1;10,5;23,5;1,09;1,3;1,77;2,65;2,25;1,57
1697900400,Oct;21;2023;-;Nassr;Dhamk;10;1,75;0,8;2,29;1;2;1;3;1;0;1;52,56;45'2;3;6;2;0;2;0;1;1;0;2;13;18;3;7;6;6;17;17;59;41;2,03;1,08;1,08;1,53;3,63;55;90;58;58;23;58;80;33;100;8,35;5,2;1,12;8,66;12,62;1,1;1,33;1,85;2,8;1,91;1,8
1697900400,Oct;21;2023;-;Hazm; Raed;10;0,25;0,5;0,82;1,06;4;3;7;5;3;2;6,36,42,72;10,45'10,86;1;11;0;0;1;0;0;0;0;1;7;20;7;9;0;5;11;13;42;58;0,98;1,27;1,14;1,99;2,25;50;63;38;25;13;38;50;25;50;12,25;5;2,36;3,65;2,83;1,22;1,76;2,95;5,5;1,62;2,2
1697911200,Oct;21;2023;-;Ahli; Wahda;10;2,6;0,75;2,18;0,82;3;1;4;1;1;0;45'3,68,84;51;3;1;1;0;3;1;0;1;2;2;19;4;8;2;7;1;14;14;56;44;1,62;1,37;1,75;0,62;3,08;45;68;58;45;35;45;80;58;78;10,5;3;1,24;4,85;7,96;1,17;1,53;2,3;4;1,91;1,8
1697911200,Oct;21;2023;-;Shabab; Ta'ee;10;1,25;0,2;1,59;0,53;2;0;2;0;0;0;50,90'5;;7;5;1;0;3;0;0;1;3;0;22;6;8;2;8;3;20;14;46;54;1,72;1,22;2,11;0,89;3,23;70;100;45;35;23;55;78;58;90;9,9;5,85;1,54;4,45;5,75;1,2;1,7;2,7;5;1,8;1,91
1697986800,Oct;22;2023;-;Riyadh; Ittifaq;10;0,8;1,75;1,12;1,35;1;0;1;1;1;0;18;;0;9;4;0;1;0;3;1;1;0;6;18;4;5;2;8;11;14;33;67;1,06;0,88;0,78;1,81;2,4;33;68;43;43;0;23;65;33;65;6;2,1;5,04;4,36;1,5;1,2;1,67;2,65;5;1,83;1,83
1698332400,Oct;26;2023;-;Khaleej; Taawon;11;0,4;2;0,88;1,71;1;1;2;2;1;1;35;37;6;6;2;0;3;0;1;1;2;1;10;17;3;5;3;11;9;21;46;54;1,3;1,82;0,86;1,71;2,6;60;80;40;40;10;40;80;40;70;9,2;4;3,53;3,76;1,9;1,17;1,57;2,38;4;1,53;2,38
1698332400,Oct;26;2023;-;amk; Akhdoud;11;1,5;1,75;1,41;0,82;2;0;2;0;0;0;48,69;;4;6;2;0;3;0;0;2;1;2;14;14;5;5;6;6;6;12;43;57;1,42;0,99;1,36;1,42;2,75;75;75;50;38;13;50;75;38;100;9,5;3,75;1,91;3,33;3,15;1,25;1,76;2,9;5,5;1,6;2,15
1698343200,Oct;26;2023;-;Ittihad; Hazm;11;1,5;0,4;1,71;0,59;2;2;4;1;1;0;26,81;63,86;9;2;2;0;2;0;0;2;0;2;13;13;6;6;4;5;7;10;55;45;1,72;1,25;1,52;1,45;3,23;65;78;55;43;33;55;78;55;65;9,25;4,3;1,13;7,6;16;1,12;1,39;1,87;3,17;2,1;1,7
1698418800,Oct;27;2023;-;Raed; Fateh;11;0,6;2;1,12;1,29;1;2;3;2;0;2;69;28,45'3;4;4;4;0;3;0;1;3;1;2;17;10;7;3;7;5;8;6;52;48;1,02;1,28;1,74;0,98;3,5;70;100;100;50;0;60;80;60;90;8,6;3,6;4,46;4,3;1,62;1,14;1,45;2,11;3,5;1,45;2,5
1698418800,Oct;27;2023;-;Ta'ee; Riyadh;11;1,5;1;1,29;0,94;3;2;5;4;3;1;28,40,45'2;8,90'2;4;5;2;0;1;0;1;1;0;1;10;8;5;5;3;2;12;17;58;42;1,07;0,9;1,15;1,07;2,88;38;63;63;25;13;38;63;50;100;7;4,25;2,05;3,6;3,5;1,24;1,76;2,86;5,3;1,6;2,15
1698429600,Oct;27;2023;-;Hilal; Ahli;11;2,6;1,5;2,88;1,65;3;1;4;2;2;0;1,37,84;58;2;5;0;0;4;0;0;0;2;2;13;13;6;4;5;5;13;9;50;50;2,52;1,6;1,5;1,23;3,65;58;78;48;48;35;68;90;58;58;12,15;5,15;1,47;4,06;4,7;1,15;1,43;2,22;3,75;1,57;2,25
1698505200,Oct;28;2023;-;ha; Shabab;11;1,2;0,8;1,76;1;2;1;3;0;0;0;73,82;76;5;4;1;0;2;1;0;1;0;3;11;16;5;8;4;7;7;10;44;56;1,16;1,1;1,21;1,73;2,8;50;70;60;50;0;30;50;60;100;8;4,4;3,53;3,4;1,78;1,22;1,72;2,85;5,05;1,63;2,2
1698505200,Oct;28;2023;-;Feiha; Nassr;11;1,2;2,4;1,12;2,53;1;3;4;0;0;0;66;50,61,74;4;2;2;0;1;0;1;1;0;1;17;20;7;8;6;6;11;7;37;63;1,03;1,91;1,59;1,96;2,6;50;60;60;40;20;30;60;60;70;9,2;3,8;5,38;4,53;1,36;1,11;1,33;1,86;3;1,5;2,5
1698516000,Oct;28;2023;-;Wahda; Ittifaq;11;2;1,4;1,29;1,35;2;3;5;2;1;1;37,51;18,81,90'8;6;2;3;0;2;0;0;3;0;2;14;12;7;9;3;2;11;15;52;48;1,54;1,07;1,58;1,76;2,8;40;80;50;40;10;40;70;50;70;7,4;2,2;2,4;3,75;2,6;1,18;1,6;2,55;4,33;1,52;2,45
1699023600,Nov;3;2023;-;Ta'ee; Feiha;12;1,8;1,6;1,29;1,47;3;3;6;4;3;1;21,24,29;15,67,70;5;7;1;0;4;0;1;0;1;3;13;18;7;8;5;4;13;16;48;52;1,09;1,18;1,63;1,72;2,7;70;80;60;20;10;30;80;40;90;8;3,2;2,87;3,47;2,42;1,27;1,84;3,05;5,8;1,65;2,15
1699023600,Nov;3;2023;-;Fateh; Hil;12;2;2,6;1,35;2,76;0;2;2;1;0;1;;5,90'3;4;5;1;0;4;0;0;1;3;1;18;13;5;8;7;3;13;22;50;50;1,48;2,08;1,44;1,57;4,4;70;100;80;70;50;70;100;80;90;11;3;6,55;5,35;1,41;1,11;1,37;1,91;3,02;1,55;2,4
1699034400,Nov;3;2023;-;Shabab; Ittihad;12;1,6;2,33;1,59;1,47;1;0;1;1;1;0;14;;5;6;5;0;0;0;1;4;0;0;11;10;3;5;6;2;12;8;36;64;1,8;1,62;1,06;1,27;2,59;49;84;45;29;10;37;47;57;84;13,1;3,8;4,33;3,85;1,73;1,2;1,62;2,55;4,5;1,55;2,25
1699110000,Nov;4;2023;-;ha; Akhdoud;12;1,5;1,4;1,76;0,82;3;2;5;3;1;2;20,59,69;26,31;2;10;0;0;3;0;0;0;1;2;11;24;5;8;2;11;7;9;55;45;1,17;1,08;1,11;2;2,24;54;64;44;17;0;19;37;44;100;7;3,7;2,3;3,5;2,85;1,25;1,73;2,8;5,25;1,55;2,25
1699120800,Nov;4;2023;-;Ittifaq; Raed;12;2;0,4;1,47;1,06;0;0;0;0;0;0;;;8;1;3;0;4;0;1;2;1;3;20;3;6;0;6;2;4;5;65;35;1,57;1,41;1,76;0,19;3;70;70;60;30;20;40;60;40;70;13,8;4,2;1,6;4;5,25;1,2;1,65;2,6;4,5;1,62;2,1
1699120800,Nov;4;2023;-;Nassr; Kheej;12;2;1,4;2,29;1,29;2;0;2;1;1;0;26,58;;2;4;1;0;2;0;0;1;2;0;9;12;5;3;1;8;12;10;71;29;1,84;1,01;1,14;1,25;3,2;60;80;60;50;10;50;90;40;90;10,6;4,2;1,15;7;17;1,11;1,38;1,95;3,1;1,91;1,77
1699196400,Nov;5;2023;-;Taawon;Dhamk;12;2,6;0,67;1,76;1;0;0;0;0;0;0;;;9;5;2;0;1;0;1;1;1;0;18;13;5;3;10;7;10;14;57;43;1,65;1,15;1,76;1,14;2,9;64;82;55;27;19;57;74;35;80;6,93;4,4;1,57;4,33;5;1,16;1,59;2,4;4,2;1,65;2,15
1699196400,Nov;5;2023;-;Hazm; Wahda;12;0,8;0,6;0,82;0,82;1;2;3;1;1;0;23;70,85;7;4;2;2;2;0;1;3;1;1;10;15;2;5;5;7;12;12;43;57;1,01;1,22;0,88;1,55;4;70;90;70;60;40;50;90;70;80;8;3,6;2,6;3,6;2,45;1,2;1,63;2,6;4,45;1,53;2,4
1699207200,Nov;5;2023;-;Ahli; Riyadh;12;2,67;0,8;2,18;0,94;3;0;3;2;2;0;2,26,52;;3;7;0;0;0;0;0;0;0;0;12;11;9;3;3;6;11;6;60;40;1,64;0,93;1,69;1,11;3,34;55;74;65;55;29;57;74;45;92;8,27;3,83;1,25;6;9,5;1,08;1,36;1,95;3,04;1,7;2,1
1699542000,Nov;9;2023;-;Khaleej; Ta'ee;13;0,5;0,17;0,88;0,53;3;1;4;2;1;1;45'1,61,73;29;2;5;3;1;3;1;3;1;3;1;17;13;10;5;4;3;12;14;46;54;1,23;1,16;1,89;1,24;2,67;50;92;33;25;9;50;75;42;75;7,34;4,84;2,02;3,51;3,36;1,3;1,92;3,3;6;1,8;1,95
1699542000,Nov;9;2023;-;Raed; Shabab;13;0,5;0,67;1,12;1;2;1;3;1;1;0;6,55;90'3;6;4;1;0;2;0;0;1;0;2;14;20;5;7;4;12;9;9;32;68;1,14;1,2;1,15;2,34;3,17;50;92;84;42;0;42;67;59;100;9,5;5,16;3,5;3,7;1,67;1,22;1,68;2,62;4,5;1,67;2,1
1699552800,Nov;9;2023;-;amk; Ahli;13;1,8;1,2;1,41;1,65;2;2;4;2;0;2;73,90'1;10,44;3;5;0;0;3;0;0;0;1;2;12;10;5;7;6;3;10;11;51;49;1,41;1,53;1,38;1,38;3,9;80;90;70;70;30;70;90;80;90;10,4;5,6;4,75;4;1,44;1,15;1,5;2,2;3,75;1,53;2,38
1699552800,Nov;9;2023;-;Riyadh; Fateh;13;1,17;2,17;1,12;1,29;1;1;2;1;0;1;68;34;1;9;2;0;3;1;1;1;2;2;16;17;6;4;6;9;13;6;53;47;1,01;1,23;1,49;1,43;3;67;75;75;50;0;50;83;42;75;7,5;3,83;3,2;3,7;1,75;1,2;1,62;2,5;4,33;1,57;2,3
1699628400,Nov;10;2023;-;Hilal; Taawon;13;2,67;1,83;2,88;1,71;2;0;2;0;0;0;81,90'9;;8;3;2;0;4;0;1;1;1;3;15;9;6;3;4;5;13;13;64;36;2,35;1,8;1,53;0,96;2,84;59;83;33;33;17;59;83;42;50;12,5;3,17;1,25;6;9,5;1,11;1,36;1,95;3,1;1,7;2,1
1699639200,Nov;10;2023;-;Ittihad;Abha;13;1,4;0,2;1,71;0,12;4;2;6;1;1;0;38,54,67,69;51,85;4;6;2;0;1;0;0;2;1;0;16;17;8;5;6;6;11;11;52;48;1,68;1,19;1,65;1,51;3,2;50;70;60;50;20;50;70;50;80;9,6;4,4;1,28;5,5;9;1,17;1,5;2,3;4;1,85;1,9
1699714800,Nov;11;2023;-;Feiha; Ittifaq;13;1;1,67;1,12;1,35;0;0;0;0;0;0;;;6;6;1;0;2;0;0;1;0;2;16;17;6;6;7;7;11;11;52;48;1,13;1,18;1,51;1,59;1,92;33;50;33;33;9;25;42;33;50;7,34;2,66;3,1;3,35;2,25;1,3;1,9;3,4;6,5;1,67;2,05
1699714800,Nov;11;2023;-;Akhdoud; Hazm;13;0;0,5;1,12;0,59;2;1;3;1;1;0;20,90'3;90'7;3;5;3;1;3;0;2;2;1;2;17;19;8;6;5;8;12;11;35;65;1,19;1,28;1,64;1,83;2,75;58;67;59;42;17;42;75;42;83;9;4,16;2,5;3,4;2,5;1,29;1,9;3,23;6,2;1,72;2,05
1699725600,Nov;11;2023;-;Wahda; Nassr;13;1,67;2,5;1,29;2,53;1;3;4;2;0;2;81;11,39,49;4;7;1;0;0;0;0;1;0;0;17;17;6;11;7;4;8;9;40;60;1,55;1,92;1,62;2;4,09;75;100;92;67;33;50;83;92;100;8,83;3,66;6;5;1,42;1,13;1,36;1,9;3;1,45;2,5
1700838000,Nov;24;2023;-;Ittifaq; Ittihad;14;1,83;2;1,47;1,47;1;1;2;1;1;0;41;54;4;3;0;0;1;0;0;0;0;1;12;14;4;4;5;7;7;12;44;56;1,6;1,57;1,19;1,16;2,59;49;70;55;24;9;31;55;40;70;11,93;2,86;3,88;3,45;1,89;1,25;1,85;2,95;6;1,73;2
1700838000,Nov;24;2023;-;Taawon; Riyadh;14;2,33;0,67;1,76;0,94;1;2;3;1;1;0;4;72,90'10;6;6;0;1;3;1;0;1;0;4;23;13;7;4;10;6;10;13;60;40;1,67;0,96;1,85;1,14;3,08;50;75;67;34;25;75;75;25;75;9,5;3,17;1,39;4,97;6,16;1,18;1,57;2,5;4,33;1,83;1,83
1700848800,Nov;24;2023;-;Ta'ee; Raed;14;1,67;0,5;1,29;1,06;4;3;7;3;1;2;45,90'2,90'9,90'10;12,27,72;8;3;2;0;2;1;1;1;2;1;17;10;9;7;2;2;7;10;69;31;1,18;1,21;1,97;1,14;2,5;42;50;50;25;25;33;50;34;67;11,5;4,5;2,5;3,66;2,48;1,2;1,62;2,65;4,5;1,57;2,25
1700848800,Nov;24;2023;-;Nassr; Akhdoud;14;2,17;1,17;2,29;0,82;3;0;3;1;1;0;13,77,80;;9;2;0;0;3;0;0;0;2;1;18;9;8;6;6;2;12;9;66;34;1,72;1,23;1,87;1,19;3;50;84;50;34;17;42;75;33;100;10,33;4,16;1,09;10,37;14,5;1,11;1,36;1,82;2,95;2;1,73
1700924400,Nov;25;2023;-;Hazm; Hil;14;0,67;2,67;0,82;2,76;0;9;9;3;0;3;;14,32,43,52,55,79,81,85,90'3;4;6;1;0;2;0;1;0;0;2;6;26;3;16;3;6;8;9;30;70;0,99;1,99;0,8;2,93;3,84;67;100;67;50;25;42;92;67;92;10,83;4;17,67;12,33;1,08;1,09;1,3;1,78;2,75;2,1;1,67
1700935200,Nov;25;2023;-;Wahda; Kheej;14;1,43;1,17;1,29;1,29;3;1;4;2;1;1;3,58,80;22;3;4;0;0;3;0;0;0;0;3;15;13;6;8;7;2;8;17;45;55;1,56;1,05;1,55;1,5;3,17;61;84;60;52;15;52;85;60;92;8,79;3,88;1,83;3,72;3,82;1,22;1,73;2,9;5,25;1,67;2,1
1700935200,Nov;25;2023;-;amk;Abha;14;1,67;0,17;1,41;0,12;4;2;6;2;2;0;44,45'5,90'5,90'8;64,75;6;3;1;0;4;1;0;1;3;2;23;14;10;7;6;4;15;13;59;41;1,4;1,25;2,2;1,43;3,5;67;84;67;67;25;59;75;67;100;9,17;3,33;1,67;4;4,31;1,2;1,67;2,7;5;1,73;2
1700935200,Nov;25;2023;-;Fateh; Feiha;14;1,67;1,5;1,35;1,47;0;1;1;1;0;1;;39;8;3;2;0;2;0;2;0;0;2;19;11;5;7;8;3;15;12;63;37;1,47;1,27;1,65;1,36;3,83;84;100;67;50;42;67;100;59;83;8,5;3,34;1,94;4,04;3,18;1,2;1,65;2,7;5;1,57;2,25
1700935200,Nov;25;2023;-;Ahli; Shabab;14;2,71;0,57;2,18;1;0;0;0;0;0;0;;;3;4;3;0;3;0;1;2;0;3;18;8;8;3;8;3;12;6;51;49;1,65;1,36;1,93;0,93;2,86;50;79;64;43;7;36;64;57;93;9,43;4,28;1,53;4;5,25;1,16;1,53;2,33;4;1,62;2,2
1701356400,Nov;30;2023;-;Riyadh; Hazm;15;1,14;0,43;1,12;0,59;0;0;0;0;0;0;;;3;4;2;0;1;0;0;2;0;1;4;16;0;9;3;3;9;14;51;49;1,08;1,36;0,47;1,85;2,86;65;72;57;50;15;29;86;50;79;6,86;4;1,6;3,64;3,85;1,18;1,57;2,4;4,2;1,53;2,3
1701356400,Nov;30;2023;-;ha; Ahli;15;1,71;1,17;1,76;1,65;0;6;6;5;0;5;;20,22,28,38,45,64;5;5;2;0;2;0;0;2;1;1;13;17;3;11;6;5;7;19;38;62;1,16;1,5;0,99;2,15;3,67;77;77;77;63;24;56;72;77;92;7,69;4,96;4,06;3,84;1,53;1,15;1,5;2,2;3,8;1,5;2,38
1701367200,Nov;30;2023;-;Ittihad; Kheej;15;1,67;1;1,71;1,29;4;2;6;3;2;1;9,29,65,74;45,9;2;3;2;0;1;0;0;2;0;1;14;17;5;7;8;9;16;7;53;47;1,68;1,12;1,44;1,71;3,2;62;77;55;47;17;38;85;55;77;10,1;4,62;1,31;5,47;7,3;1,18;1,58;2,45;4,33;1,77;1,91
1701442800,Dec;1;2023;-;Feiha;Dhamk;15;1;0,71;1,12;1;2;4;6;2;0;2;56,69;16,36,65,90'6;7;2;2;0;2;0;2;0;0;2;12;9;3;7;6;2;4;4;62;38;1,18;1,15;1,19;1,26;1,93;43;50;36;29;7;22;36;36;65;7,14;4,42;2,05;3,4;3,4;1,27;1,99;3,45;6,7;1,8;1,95
1701453600,Dec;1;2023;-;Hilal; Nassr;15;2,71;2,57;2,88;2,53;3;0;3;0;0;0;64,89,90'2;;4;3;4;1;2;0;0;5;1;1;18;14;7;4;9;5;18;7;36;64;2,23;1,93;1,86;1,26;3,5;65;93;65;50;22;50;79;79;79;11,57;2,86;2,18;3,42;3,08;1,14;1,47;2,13;3,57;1,4;2,85
1701529200,Dec;2;2023;-;Fateh; Ta'ee;15;1,43;0,14;1,35;0,53;0;1;1;0;0;0;;87;10;3;4;0;4;0;0;4;2;2;17;11;7;9;5;1;18;12;56;44;1,5;1,17;1,74;1,57;3,5;50;93;50;43;36;64;86;57;79;8,29;4,71;1,55;4,33;5;1,12;1,47;2,25;3,9;1,6;2,25
1701529200,Dec;2;2023;-;Akhdoud; Ittifaq;15;0,43;1,57;1,12;1,35;1;0;1;0;0;0;73;;4;6;2;0;1;0;2;0;0;1;10;9;2;5;3;3;8;9;44;56;1,25;1,24;0,77;1,3;2,15;36;57;43;22;7;29;64;29;65;8,57;3,71;3,35;3,5;2,05;1,25;1,7;2,8;5;1,55;2,25
1701540000,Dec;2;2023;-;Raed; Wahda;15;0,86;1;1,12;0,82;2;0;2;1;1;0;44,68;;3;7;2;0;2;1;1;1;2;1;9;11;4;2;3;5;13;6;44;56;1,14;1,27;1,3;0,98;3,48;62;92;92;40;17;38;93;70;92;9,07;3,97;2,54;3,23;2,67;1,25;1,8;2,75;5;1,65;2,2
1701540000,Dec;2;2023;-;Shabab; Taawon;15;1,83;1,57;1,59;1,71;1;2;3;1;1;0;33;55,62;4;9;1;0;3;0;0;1;1;2;12;20;3;5;4;11;12;14;47;53;1,68;1,68;0,94;1,94;2,62;62;85;31;31;16;38;69;55;70;11,9;5,46;2,09;3,18;3,52;1,26;1,83;3,02;5,75;1,7;2,05
