timestamp,date;_GM;T,sta;tu;s;attendance;home_team_name;away_team_name;referee;Game Week;Pre-Match PPG (Home);Pre-Match PPG (Away);home_ppg;away_ppg;home_team_goal_count;away_team_goal_count;total_goal_count;total_goals_at_half_time;home_team_goal_count_half_time;away_team_goal_count_half_time;home_team_goal_timings;away_team_goal_timings;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;home_team_first_half_cards;home_team_second_half_cards;away_team_first_half_cards;away_team_second_half_cards;home_team_shots;away_team_shots;home_team_shots_on_target;away_team_shots_on_target;home_team_shots_off_target;away_team_shots_off_target;home_team_fouls;away_team_fouls;home_team_possession;away_team_possession;Home Team Pre-Match xG;Away Team Pre-Match xG;team_a_xg;team_b_xg;average_goals_per_match_pre_match;btts_percentage_pre_match;over_15_percentage_pre_match;over_25_percentage_pre_match;over_35_percentage_pre_match;over_45_percentage_pre_match;over_15_HT_FHG_percentage_pre_match;over_05_HT_FHG_percentage_pre_match;over_15_2HG_percentage_pre_match;over_05_2HG_percentage_pre_match;average_corners_per_match_pre_match;average_cards_per_match_pre_match;odds_ft_home_team_win;odds_ft_draw;odds_ft_away_team_win;odds_ft_over15;odds_ft_over25;odds_ft_over35;odds_ft_over45;odds_btts_yes;odds_btts_no;stadium_name;
1731162600,Nov;9;2024;-;2:30pm;complete;N/A; Fateh; Kheej;Faisal Alblwi;10;1.00;1.50;0.71;1.50;1;2;3;0;0;0;90'9;55,87;4;2;3;0;4;0;2;1;1;3;15;14;6;6;5;4;15;14;56;44;1.13;1.19;1.61;1.35;2.90;65;78;45;35;23;10;90;45;88;7.10;2.30;2.50;3.33;2.73;1.33;2.02;3.55;7.00;1.73;1.95;Al Fateh Club Stadium (Al-Hofuf)
1731165300,Nov;9;2024;-;3:15pm;complete;N/A; Wahda;Dhamk;Mohammed Al Hoaish;10;1.00;0.00;1.00;0.50;2;3;5;1;0;1;55,88;1,51,83;0;5;3;0;2;0;2;1;0;2;17;18;7;7;8;7;13;14;57;43;1.23;1.24;1.73;1.52;3.68;78;78;78;55;35;23;90;68;88;5.25;4.50;2.96;3.42;2.18;1.25;1.80;2.95;5.50;1.60;2.15;King Abdulaziz Sports City Stadium (Makkah (Mecca))
1731171600,Nov;9;2024;-;5:00pm;complete;N/A; Taawon; Akhdoud;Shukri Al Hanfosh;10;2.20;1.00;2.00;1.17;1;0;1;0;0;0;90'3;;3;3;2;0;4;0;0;2;2;2;8;14;4;5;2;6;16;15;59;41;1.44;1.77;0.83;1.36;2.53;58;78;25;25;13;35;78;13;90;10.30;5.10;2.05;3.27;3.40;1.36;2.03;3.75;7.50;1.83;1.85;Al Taawoun Club Stadium (Buraydah (Buraidah))
1732287000,Nov;22;2024;-;2:50pm;complete;N/A; Feiha; Ahli;Mohammed Al Hoaish;11;1.00;0.80;0.67;1.43;0;1;1;1;0;1;;21;1;6;1;0;2;0;0;1;0;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.18;1.32;0.00;0.00;2.55;35;70;35;25;25;38;70;45;68;8.95;4.20;5.75;5.00;1.44;1.17;1.57;2.45;4.33;1.80;1.91;King Abdullah Sport City Stadium (Buraydah (Buraidah))
1732287900,Nov;22;2024;-;3:05pm;complete;N/A; Akhdoud; Shabab;N/A;11;0.80;2.40;0.71;2.17;1;1;2;1;0;1;49;45'3;2;5;4;0;2;0;1;3;1;1;12;16;4;7;5;5;14;8;34;66;1.24;0.98;1.09;1.66;1.90;10;50;40;10;0;10;40;40;70;7.40;4.80;3.40;3.40;1.95;1.30;2.00;3.50;7.00;1.83;1.83;Prince Hathloul Bin Abdul Aziz Sport City Stadium (Najran)
1732294800,Nov;22;2024;-;5:00pm;complete;N/A; Nassr; Quadisiya;Sergey Ivanov;11;1.80;1.40;1.71;1.86;1;2;3;2;1;1;32;37,5;8;4;1;0;3;0;0;1;1;2;11;6;4;4;7;2;9;21;66;34;1.93;1.29;0.00;0.00;2.10;50;80;30;10;0;30;70;30;80;12.40;4.60;1.48;4.50;5.75;1.19;1.60;2.54;4.41;1.80;1.91;Al Awal Park at King Saud University (Ar-Riyāḍ (Riyadh))
1732368000,Nov;23;2024;-;1:20pm;complete;N/A; Raed; Orubah;Majed Al Shamrani;11;1.00;0.67;1.17;0.88;3;1;4;3;2;1;18,24,58;11;0;2;3;0;1;0;1;2;0;1;4;7;3;2;1;5;10;7;47;53;0.80;0.96;0.00;0.00;3.29;63;88;79;38;17;34;63;63;100;7.92;5.08;2.05;3.50;3.20;1.30;1.95;3.50;6.50;1.80;1.91;King Abdullah Sport City Stadium (Buraydah (Buraidah))
1732374900,Nov;23;2024;-;3:15pm;complete;N/A; Wahda; Taawon;N/A;11;0.83;0.25;1.00;0.67;1;0;1;1;1;0;41;;0;11;1;0;1;0;1;0;0;1;14;30;5;6;7;11;9;11;32;68;1.32;0.99;1.20;1.92;3.17;67;79;67;46;17;9;79;59;88;6.00;6.25;3.65;3.65;1.88;1.22;1.70;2.85;5.00;1.62;2.20;King Abdulaziz Sports City Stadium (Makkah (Mecca))
1732381200,Nov;23;2024;-;5:00pm;complete;N/A; Kheej; Hil;Andris Treimanis;N/A;1.40;2.60;1.43;2.29;3;2;5;3;1;2;45,47,85;12,37;2;11;2;0;0;0;1;1;0;0;6;11;3;6;3;5;12;13;40;60;1.32;1.63;0.00;0.00;2.60;30;70;60;20;10;30;50;50;80;11.20;4.20;8.90;5.70;1.26;1.12;1.44;2.09;3.75;1.80;1.91;N/A
1732455600,Nov;24;2024;-;1:40pm;complete;N/A;Dhamk; Kholood;N/A;11;1.60;1.00;1.71;1.14;2;1;3;2;1;1;24,67;45'4;4;2;3;1;3;0;0;4;2;1;14;10;6;5;6;4;20;10;46;54;1.55;1.26;1.38;1.23;2.40;60;60;40;40;0;30;70;30;80;10.40;4.20;1.91;3.51;3.53;1.28;1.90;3.30;4.00;1.80;1.91;Prince Sultan bin Abdulaziz Sports City Stadium (Abha)
1732459200,Nov;24;2024;-;2:40pm;complete;N/A; Riyadh; Ittifaq;Ahmad Al Rumaikhani;11;1.20;1.60;1.17;1.71;0;0;0;0;0;0;;;3;6;1;0;1;0;1;0;0;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.13;1.38;0.00;0.00;2.40;60;70;50;20;0;0;80;50;80;8.20;5.00;2.88;3.40;2.25;1.33;2.05;3.60;7.00;1.83;1.83;Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh))
1732467600,Nov;24;2024;-;5:00pm;complete;N/A; Ittihad; Fateh;Sultan Al-Harbi;11;3.00;0.00;3.00;0.17;2;0;2;0;0;0;58,9;;8;4;1;0;3;0;1;0;2;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.71;1.23;0.00;0.00;3.23;53;78;65;30;20;20;78;65;90;11.20;3.85;1.25;6.00;9.50;1.16;1.53;2.26;4.00;2.10;1.67;Prince Abdullah al-Faisal Stadium (Jeddah)
1732805100,Nov;28;2024;-;2:45pm;complete;N/A; Feiha; Orubah;Abdulrahman Al Sultan;12;0.80;0.57;0.67;0.88;0;1;1;0;0;0;;90;12;4;1;1;3;0;1;1;0;3;16;11;4;5;6;5;12;11;69;31;1.18;0.96;1.45;1.16;3.43;49;90;63;49;35;66;100;42;80;7.18;3.51;1.83;3.37;4.00;1.31;1.97;3.45;6.22;1.80;1.85;Al Majma'ah Sports City Stadium (Al Majma'ah)
1732806300,Nov;28;2024;-;3:05pm;complete;N/A; Akhdoud; Kholood;Faisal Alblwi;12;0.83;0.83;0.71;1.14;1;2;3;1;0;1;62;25,90'5;4;6;2;0;3;0;1;1;2;1;19;14;5;6;9;4;15;12;59;41;1.21;1.26;1.60;1.31;2.17;50;67;42;17;0;25;59;25;75;9.17;5.00;1.89;3.52;3.62;1.27;1.84;3.14;5.89;1.73;1.95;Prince Hathloul Bin Abdul Aziz Sport City Stadium (Najran)
1732813200,Nov;28;2024;-;5:00pm;complete;N/A; Fateh; Riyadh;N/A;12;0.83;1.60;0.71;2.00;1;2;3;1;1;0;45'3;61,81;7;6;3;0;3;0;2;1;3;0;13;14;6;6;5;5;14;13;48;52;1.22;1.38;1.53;1.45;3.02;72;82;55;29;19;29;64;55;90;9.07;3.77;2.26;3.26;2.96;1.33;1.97;3.55;7.00;1.73;1.95;Al Fateh Club Stadium (Al-Hofuf)
1732890300,Nov;29;2024;-;2:25pm;complete;N/A; Quadisiya; Kheej;Matthew Conger;12;2.40;1.80;2.50;1.50;1;0;1;0;0;0;90'5;;5;2;1;0;0;0;0;1;0;0;22;5;5;2;11;3;10;6;58;42;1.43;1.22;1.87;0.64;2.50;40;70;50;20;10;10;90;50;60;8.80;4.60;1.48;3.83;6.30;1.28;1.83;3.25;6.25;1.93;1.75;Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1732891200,Nov;29;2024;-;2:40pm;complete;N/A; Nassr;Dhamk;Benoît Bastien;12;1.50;0.60;1.71;0.50;2;0;2;1;1;0;17,79;;4;6;2;0;3;1;1;1;1;3;17;12;4;6;8;4;22;12;61;39;1.93;1.29;1.53;1.26;3.17;74;90;57;30;30;27;92;49;90;10.47;3.77;1.20;6.29;8.84;1.12;1.44;2.10;3.55;1.85;1.80;Al Awal Park at King Saud University (Ar-Riyāḍ (Riyadh))
1732899600,Nov;29;2024;-;5:00pm;complete;N/A; Ahli; Wahda;Esteban Ostojich;12;2.00;0.25;2.17;0.20;1;0;1;0;0;0;55;;6;4;1;0;0;0;1;0;0;0;14;6;6;4;6;2;18;14;54;46;2.33;1.39;1.57;0.97;3.75;68;100;58;48;23;23;78;68;100;10.10;3.85;1.17;6.89;9.38;1.10;1.39;2.05;3.08;1.93;1.75;Prince Abdullah al-Faisal Stadium (Jeddah)
1732972800,Nov;30;2024;-;1:20pm;complete;N/A; Raed; Taawon;Mohammed Khled Al Hoish;12;1.40;0.20;1.17;0.67;0;1;1;0;0;0;;78;2;8;3;0;3;0;1;2;1;2;5;9;3;5;1;2;13;14;43;57;0.80;1.17;0.66;1.13;2.60;60;70;60;30;0;10;60;50;80;8.40;6.00;3.70;3.35;2.00;1.38;2.15;4.20;8.00;1.90;1.77;King Abdullah Sport City Stadium (Buraydah (Buraidah))
1732976700,Nov;30;2024;-;2:25pm;complete;N/A; Ittifaq; Ittihad;Sami Al Jires;12;0.60;2.40;0.50;2.50;0;4;4;1;0;1;;35,53,66,70;6;5;3;0;2;0;2;1;1;1;19;13;6;8;9;3;11;11;43;57;1.37;1.13;1.70;1.56;2.30;30;60;40;20;10;30;70;30;70;9.60;4.00;4.33;3.90;1.73;1.20;1.62;2.60;4.50;1.60;2.15;EGO Stadium (Ad Dammām (Dammam))
1732986000,Nov;30;2024;-;5:00pm;complete;N/A; Shabab; Hil;Halil Umut Meler;12;1.80;2.17;1.43;2.29;1;2;3;2;1;1;6;14,62;6;3;3;1;1;1;2;2;1;1;17;10;6;6;7;2;15;7;47;53;1.56;1.63;1.66;1.27;3.04;64;80;72;27;17;35;72;54;82;11.90;4.47;5.75;4.33;1.48;1.20;1.67;2.70;5.00;1.77;1.91;Al-Shabab Club Stadium (Riyadh)
1733411400,Dec;5;2024;-;3:10pm;complete;N/A;Dhamk; Feiha;Raed Al Zahrani;13;1.83;0.50;1.71;0.57;2;2;4;1;1;0;6,67;58,7;4;11;1;1;4;0;0;2;2;2;15;18;6;6;5;7;10;11;38;62;1.52;1.15;1.39;1.80;2.42;50;67;50;34;0;34;75;33;75;9.67;5.83;1.92;3.62;3.41;1.28;1.86;3.25;6.00;1.73;1.95;Dhamak Club Stadium (Khamis Mushait)
1733411700,Dec;5;2024;-;3:15pm;complete;N/A; Wahda; Akhdoud;Sami Al Jires;13;1.14;0.80;1.00;1.17;2;3;5;4;1;3;5,58;32,36,40;4;4;2;0;2;0;1;1;0;2;12;18;7;7;3;9;9;16;65;35;1.30;1.69;1.43;1.75;3.12;66;66;56;49;25;27;73;39;93;7.94;5.51;2.66;3.31;2.44;1.25;1.82;3.10;5.75;1.65;2.15;King Abdulaziz Sports City Stadium (Makkah (Mecca))
1733418000,Dec;5;2024;-;5:00pm;complete;N/A; Shabab; Fateh;Majed Al Shamrani;13;1.50;0.00;1.43;0.17;2;2;4;0;0;0;54,57;51,8;8;5;2;0;1;0;1;1;0;1;31;15;10;6;14;6;18;8;62;38;1.58;1.23;2.69;1.36;2.35;44;74;54;9;0;17;64;47;92;11.50;5.57;1.48;4.17;5.53;1.22;1.74;2.69;4.65;1.85;1.83;Al-Shabab Club Stadium (Riyadh)
1733496600,Dec;6;2024;-;2:50pm;complete;N/A; Kholood; Quadisiya;Christian Dingert;13;0.40;1.67;0.33;1.86;0;3;3;1;0;1;;10,49,71;7;4;0;1;2;0;1;0;1;1;12;18;6;10;3;7;10;12;38;62;1.11;1.29;1.32;2.12;3.19;55;74;55;39;30;55;64;57;84;7.87;3.73;4.91;3.80;1.59;1.28;1.88;3.30;6.25;1.87;1.87;Ar-Rass Stadium (Al Hazm Club Stadium) (Ar-Rass (Rass))
1733496900,Dec;6;2024;-;2:55pm;complete;N/A; Orubah; Riyadh;N/A;13;1.50;1.83;1.20;2.00;0;1;1;0;0;0;;80;3;1;2;0;1;1;1;1;1;1;16;14;4;7;7;6;13;10;47;53;1.12;1.39;1.26;1.67;2.46;34;67;46;17;9;17;71;46;79;8.00;4.92;2.37;3.06;2.96;1.38;2.15;4.00;8.50;1.87;1.87;Al-Jouf University Stadium (Sakākā (Sakakah))
1733504400,Dec;6;2024;-;5:00pm;complete;N/A; Ittihad; Nassr;Facundo Tello Figueroa;13;3.00;2.60;3.00;2.17;2;1;3;0;0;0;55,90'1;57;4;2;3;0;3;0;0;3;2;1;12;12;7;5;3;5;9;8;38;62;1.71;2.02;1.56;1.33;3.72;64;82;74;45;37;37;74;82;82;12.20;3.30;2.97;3.54;2.24;1.15;1.45;2.10;3.55;1.38;2.75;King Abdullah Sports City (Jeddah)
1733576100,Dec;7;2024;-;12:55pm;complete;N/A; Kheej; Ittifaq;Khaled Al Teris;13;1.67;1.50;1.43;1.71;1;2;3;2;1;1;35;45'6,83;2;2;2;0;2;0;1;1;0;2;12;14;4;4;5;7;13;10;48;52;1.32;1.38;1.16;1.39;2.17;42;59;42;25;9;17;50;42;83;9.40;4.50;2.66;3.25;2.62;1.38;2.10;3.85;7.50;1.80;1.85;Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1733590800,Dec;7;2024;-;5:00pm;complete;N/A; Taawon; Ahli;Danny Makkelie;13;2.33;1.17;2.00;1.43;2;4;6;3;2;1;21,23;45'8,52,63,73;1;7;1;0;1;0;0;1;0;1;9;33;5;20;3;8;12;8;45;55;1.32;1.32;1.09;3.64;1.59;25;50;9;0;0;9;59;17;67;8.87;4.67;3.93;3.49;1.82;1.33;1.97;3.55;7.00;1.83;1.85;King Abdullah Sport City Stadium (Buraydah (Buraidah))
1733590800,Dec;7;2024;-;5:00pm;complete;N/A; Hil; Raed;Tamás Bognár;13;3.00;1.17;3.00;1.00;3;2;5;2;1;1;42,87,90'14;7,77;14;1;1;0;5;0;0;1;1;4;36;4;11;4;18;0;6;6;74;26;2.04;1.10;3.48;0.62;3.22;47;92;65;47;19;35;92;55;92;10.50;3.90;1.06;13.16;18.79;1.08;1.28;1.73;2.65;2.30;1.53;Kingdom Arena (Ar-Riyāḍ (Riyadh))
1736433900,Jan;9;2025;-;2:45pm;incomplete;N/A; Fateh; Wahda;N/A;14;0.71;0.20;0.71;0.20;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.27;1.31;0.00;0.00;3.33;73;83;59;37;17;17;66;59;100;8.54;2.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Al Fateh Club Stadium (Al-Hasa)
1736434800,Jan;9;2025;-;3:00pm;incomplete;N/A; Riyadh; Kheej;N/A;14;1.17;1.50;1.17;1.50;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.13;1.12;0.00;0.00;2.34;42;59;50;25;9;0;67;50;67;6.80;3.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Prince Turki bin Abdul Aziz Stadium (Ar-Riyāḍ (Riyadh))
1736442000,Jan;9;2025;-;5:00pm;incomplete;N/A; Nassr; Akhdoud;N/A;14;1.71;1.17;1.71;1.17;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.85;1.70;0.00;0.00;2.73;62;84;40;25;17;40;77;16;100;12.64;4.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Al Awal Park at King Saud University (Ar-Riyāḍ (Riyadh))
1736520000,Jan;10;2025;-;2:40pm;incomplete;N/A; Ittifaq; Kholood;N/A;14;0.50;1.14;0.50;1.14;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.43;1.27;0.00;0.00;2.48;44;69;47;24;9;31;77;40;77;9.36;4.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Al Ettifaq Club Stadium (Ad Dammām (Dammam))
1736521500,Jan;10;2025;-;3:05pm;incomplete;N/A; Raed;Dhamk;N/A;14;1.17;0.50;1.17;0.50;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0.77;1.29;0.00;0.00;3.17;67;75;67;42;25;17;67;59;92;6.50;5.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;King Abdullah Sport City Stadium (Buraydah (Buraidah))
1736528400,Jan;10;2025;-;5:00pm;incomplete;N/A; Ahli; Shabab;N/A;14;2.17;2.17;2.17;2.17;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2.18;1.09;0.00;0.00;2.17;34;67;25;9;9;9;59;42;92;8.50;4.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;King Abdullah Sports City (Jeddah)
1736603100,Jan;11;2025;-;1:45pm;incomplete;N/A; Orubah; Hil;N/A;14;1.20;2.29;1.20;2.29;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.15;1.56;0.00;0.00;2.59;36;70;53;15;15;29;73;39;83;8.60;4.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Al-Oruba Club Stadium (Sakaka (Al Jawf))
1736606400,Jan;11;2025;-;2:40pm;incomplete;N/A; Quadisiya; Taawon;N/A;14;2.50;0.67;2.50;0.67;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.50;1.17;0.00;0.00;1.92;25;50;33;9;0;9;75;33;59;11.00;5.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Prince Saud bin Jalawi Stadium (al-Khobar (Khobar))
1736614800,Jan;11;2025;-;5:00pm;incomplete;N/A; Feiha; Ittihad;N/A;14;0.67;2.50;0.67;2.50;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.24;1.20;0.00;0.00;2.59;33;67;42;33;17;34;75;33;75;10.73;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Al Majma'ah Sports City Stadium (Al Majma'ah)
1736953500,Jan;15;2025;-;3:05pm;incomplete;N/A; Shabab; Riyadh;N/A;15;1.43;2.00;1.43;2.00;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.74;1.44;0.00;0.00;2.79;64;71;64;29;7;29;57;50;86;10.72;5.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Al-Shabab Club Stadium (Riyadh)
1736955000,Jan;15;2025;-;3:30pm;incomplete;N/A;Dhamk; Ittifaq;N/A;15;1.71;1.71;1.71;1.71;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.50;1.38;0.00;0.00;2.57;71;71;57;36;0;29;79;36;86;8.86;4.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Prince Sultan bin Abdulaziz Sports City Stadium (Abha)
1736960400,Jan;15;2025;-;5:00pm;incomplete;N/A; Kholood; Ahli;N/A;15;0.33;1.43;0.33;1.43;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.14;1.71;0.00;0.00;3.07;40;63;48;32;32;32;62;63;79;9.33;3.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Ar-Rass Stadium (Al Hazm Club Stadium) (Ar-Rass (Rass))
1737035700,Jan;16;2025;-;1:55pm;incomplete;N/A; Akhdoud; Feiha;N/A;15;0.71;0.57;0.71;0.57;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.27;1.24;0.00;0.00;2.29;43;71;50;22;0;14;64;43;71;10.00;6.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Prince Hathloul Bin Abdul Aziz Sport City Stadium (Najran)
1737039900,Jan;16;2025;-;3:05pm;incomplete;N/A; Hil; Fateh;N/A;15;3.00;0.17;3.00;0.17;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2.28;1.26;0.00;0.00;3.17;50;92;67;42;17;17;75;67;100;13.97;3.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Kingdom Arena (Ar-Riyāḍ (Riyadh))
1737046800,Jan;16;2025;-;5:00pm;incomplete;N/A; Ittihad; Raed;N/A;15;3.00;1.00;3.00;1.00;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.68;1.03;0.00;0.00;3.43;57;86;64;43;29;43;72;72;86;8.14;4.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;King Abdullah Sports City (Jeddah)
1737119700,Jan;17;2025;-;1:15pm;incomplete;N/A; Kheej; Orubah;N/A;15;1.43;0.88;1.43;0.88;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.29;1.00;0.00;0.00;2.97;40;73;66;40;20;53;66;41;93;8.07;4.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1737128400,Jan;17;2025;-;3:40pm;incomplete;N/A; Wahda; Quadisiya;N/A;15;1.00;1.86;1.00;1.86;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.32;1.45;0.00;0.00;2.96;59;73;66;39;19;34;80;47;80;6.95;4.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;King Abdulaziz Sports City Stadium (Makkah (Mecca))
1737133200,Jan;17;2025;-;5:00pm;incomplete;N/A; Taawon; Nassr;N/A;15;2.00;2.17;2.00;2.17;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.28;1.90;0.00;0.00;2.90;55;77;49;24;24;31;69;49;85;9.46;4.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;King Abdullah Sport City Stadium (Buraydah (Buraidah))
1737385800,Jan;20;2025;-;3:10pm;incomplete;N/A; Feiha; Kholood;N/A;16;0.67;1.14;0.67;1.14;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.24;1.27;0.00;0.00;2.48;52;69;38;24;17;40;77;31;77;10.26;4.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Al Majma'ah Sports City Stadium (Al Majma'ah)
1737386100,Jan;20;2025;-;3:15pm;incomplete;N/A; Raed; Akhdoud;N/A;16;1.17;1.17;1.17;1.17;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0.77;1.70;0.00;0.00;2.92;67;67;59;42;17;34;50;34;100;8.67;5.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;King Abdullah Sport City Stadium (Buraydah (Buraidah))
1737392400,Jan;20;2025;-;5:00pm;incomplete;N/A; Ittifaq; Ahli;N/A;16;0.50;1.43;0.50;1.43;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.43;1.71;0.00;0.00;2.41;23;55;40;24;16;24;70;47;62;10.00;4.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Al Ettifaq Club Stadium (Ad Dammām (Dammam))
1737471000,Jan;21;2025;-;2:50pm;incomplete;N/A; Kheej; Nassr;N/A;16;1.43;2.17;1.43;2.17;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.29;1.90;0.00;0.00;2.97;48;70;70;31;24;38;55;63;85;10.74;4.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1737472200,Jan;21;2025;-;3:10pm;incomplete;N/A; Riyadh; Taawon;N/A;16;1.17;0.67;1.17;0.67;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.13;1.17;0.00;0.00;2.00;33;50;42;17;0;0;67;42;59;9.30;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Prince Turki bin Abdul Aziz Stadium (Ar-Riyāḍ (Riyadh))
1737478800,Jan;21;2025;-;5:00pm;incomplete;N/A; Hil; Wahda;N/A;16;3.00;0.20;3.00;0.20;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2.28;1.31;0.00;0.00;3.82;64;90;72;64;27;27;80;64;100;12.57;2.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Kingdom Arena (Ar-Riyāḍ (Riyadh))
1737554400,Jan;22;2025;-;2:00pm;incomplete;N/A; Orubah; Quadisiya;N/A;16;1.20;1.86;1.20;1.86;0;0;0;0;0;0;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1.15;1.45;0.00;0.00;1.95;22;56;39;7;0;22;66;32;76;7.17;4.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Al-Oruba Club Stadium (Sakaka (Al Jawf))
