timestamp,date;_GM;T,sta;tu;s;attendance;home_team_name;away_team_name;referee;Game Week;Pre-Match PPG (Home);Pre-Match PPG (Away);home_ppg;away_ppg;home_team_goal_count;away_team_goal_count;total_goal_count;total_goals_at_half_time;home_team_goal_count_half_time;away_team_goal_count_half_time;home_team_goal_timings;away_team_goal_timings;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;home_team_first_half_cards;home_team_second_half_cards;away_team_first_half_cards;away_team_second_half_cards;home_team_shots;away_team_shots;home_team_shots_on_target;away_team_shots_on_target;home_team_shots_off_target;away_team_shots_off_target;home_team_fouls;away_team_fouls;home_team_possession;away_team_possession;Home Team Pre-Match xG;Away Team Pre-Match xG;team_a_xg;team_b_xg;average_goals_per_match_pre_match;btts_percentage_pre_match;over_15_percentage_pre_match;over_25_percentage_pre_match;over_35_percentage_pre_match;over_45_percentage_pre_match;over_15_HT_FHG_percentage_pre_match;over_05_HT_FHG_percentage_pre_match;over_15_2HG_percentage_pre_match;over_05_2HG_percentage_pre_match;average_corners_per_match_pre_match;average_cards_per_match_pre_match;odds_ft_home_team_win;odds_ft_draw;odds_ft_away_team_win;odds_ft_over15;odds_ft_over25;odds_ft_over35;odds_ft_over45;odds_btts_yes;odds_btts_no;stadium_name;
1726845300,Sep;20;2024;-;3:15pm;complete;N/A; Kheej; Feiha;N/A;4;0.00;0.00;1.43;0.57;0;0;0;0;0;0;;;3;2;1;0;3;0;1;0;1;2;10;9;4;3;5;3;12;10;45;55;1.01;1.03;1.05;0.83;1.00;0;0;0;0;0;0;0;0;100;6.00;3.00;1.73;3.56;4.45;1.31;2.01;3.42;6.60;1.87;1.79;Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1726847700,Sep;20;2024;-;3:55pm;complete;N/A; Ahli;Dhamk;N/A;4;3.00;0.00;2.17;0.50;4;2;6;2;1;1;13,46,90'8,90'16;45'9,65;6;3;3;0;2;0;2;1;0;2;24;20;11;6;10;7;14;12;54;46;2.17;0.79;2.42;1.52;3.50;50;100;50;50;50;0;100;50;100;5.00;4.00;1.42;4.75;6.50;1.18;1.57;2.45;4.33;1.73;1.95;King Abdullah Sports City (Jeddah)
1726855200,Sep;20;2024;-;6:00pm;complete;N/A; Ittifaq; Nassr;Serdar Gözübüyük;4;3.00;3.00;0.50;2.17;0;3;3;1;0;1;;33,56,70;3;6;2;0;1;0;0;2;0;1;7;16;3;9;3;5;17;11;45;55;1.20;2.29;0.86;1.82;3.00;50;50;50;50;50;50;50;50;100;7.00;0.00;4.50;3.95;1.70;1.18;1.57;2.40;4.20;1.53;2.30;Al Ettifaq Club Stadium (Ad Dammām (Dammam))
1726932600,Sep;21;2024;-;3:30pm;complete;N/A; Shabab; Taawon;N/A;4;0.00;0.00;1.43;0.67;1;0;1;1;1;0;25;;1;5;2;0;4;0;1;1;2;2;8;8;4;4;4;2;7;11;38;62;1.49;1.25;0.96;1.07;2.00;50;50;50;0;0;0;0;50;100;7.00;5.00;2.02;3.21;3.81;1.34;2.08;3.67;6.35;1.83;1.83;Al-Shabab Club Stadium (Riyadh)
1726932900,Sep;21;2024;-;3:35pm;complete;N/A; Raed; Riyadh;N/A;4;0.00;1.00;1.17;2.00;1;2;3;0;0;0;71;80,90'5;7;8;1;1;2;0;2;0;0;2;10;19;3;8;3;5;5;7;42;58;0.39;1.08;0.87;1.95;3.50;50;50;50;50;50;0;50;50;100;9.00;7.00;2.15;3.40;3.20;1.33;2.05;3.70;7.50;1.80;1.85;Al Raid Club Stadium (Buraydah (Buraidah))
1726941600,Sep;21;2024;-;6:00pm;complete;N/A; Hil; Ittihad;Sandro Schärer;4;3.00;3.00;3.00;2.50;3;1;4;3;3;0;3,14,37;86;6;7;1;0;2;0;1;0;2;0;18;7;10;4;4;1;13;17;59;41;1.95;1.12;2.01;0.89;3.00;50;50;50;50;50;0;50;50;100;13.00;3.00;1.67;4.33;4.14;1.12;1.44;2.15;3.55;1.50;2.50;Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh))
1727450400,Sep;27;2024;-;3:20pm;complete;N/A; Nassr; Wahda;Bastian Dankert;5;1.00;0.00;1.71;0.20;2;0;2;1;1;0;41,56;;6;3;3;0;1;1;1;2;1;1;20;5;8;3;7;2;10;11;66;34;2.28;1.48;2.03;0.70;5.00;100;100;50;50;50;50;75;75;100;13.50;3.00;1.10;10.48;14.22;1.06;1.20;1.60;2.44;1.77;1.90;Al Awal Park at King Saud University (Ar-Riyāḍ (Riyadh))
1727460000,Sep;27;2024;-;6:00pm;complete;N/A; Quadisiya; Ahli;Khaled Al Teris;5;1.50;0.50;2.50;1.43;1;0;1;1;1;0;43;;3;8;2;0;1;0;1;1;0;1;9;21;6;4;1;8;13;11;42;58;1.79;1.09;1.03;1.59;1.75;25;50;25;0;0;0;50;50;75;13.00;6.00;3.00;3.40;2.20;1.25;1.90;3.30;6.20;1.73;2.00;Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1727460000,Sep;27;2024;-;6:00pm;complete;N/A; Ittihad; Kheej;Majed Al Shamrani;5;3.00;1.50;3.00;1.50;4;1;5;1;0;1;49,56,68,90'5;5;5;2;2;0;0;0;1;1;0;0;16;11;8;7;5;2;9;5;65;35;1.78;0.75;1.99;1.20;3.50;50;75;50;25;25;25;75;50;75;7.00;5.00;1.28;5.22;7.93;1.18;1.57;2.44;4.19;1.83;1.85;King Abdullah Sports City (Jeddah)
1727536200,Sep;28;2024;-;3:10pm;complete;N/A; Fateh; Akhdoud;N/A;5;1.50;0.00;0.71;1.17;2;4;6;3;2;1;7,19;26,70,74,90'1;2;6;1;1;1;1;1;1;0;2;15;21;7;12;5;6;12;12;55;45;0.90;1.58;1.53;2.36;2.25;50;50;50;25;0;25;50;25;100;11.00;2.00;1.83;3.60;4.00;1.25;1.91;3.30;7.00;1.80;2.00;Al Fateh Club Stadium (Al-Hofuf)
1727538300,Sep;28;2024;-;3:45pm;complete;N/A; Orubah;Dhamk;Mohammed Al Hoaish;5;3.00;0.00;1.20;0.50;1;0;1;1;1;0;45'4;;2;3;5;0;0;0;1;4;0;0;8;13;3;4;3;9;15;12;39;61;1.38;1.16;0.83;1.48;3.25;50;50;50;50;50;25;50;50;100;6.00;6.50;2.60;3.35;2.60;1.25;1.85;3.25;6.50;1.73;2.00;Al-Jouf University Stadium (Sakākā (Sakakah))
1727546400,Sep;28;2024;-;6:00pm;complete;N/A; Kholood; Hil;Anastasios Sidiropoulos;5;0.50;3.00;0.33;2.29;2;4;6;3;0;3;71,87;38,43,45'3,48;4;6;2;0;2;0;0;2;0;2;8;14;4;5;2;4;18;12;35;65;1.31;1.84;1.14;1.52;3.25;25;75;75;25;25;50;50;50;75;10.50;2.00;9.94;6.98;1.16;1.09;1.33;1.78;2.90;1.73;2.00;King Abdullah Sport City Stadium (Buraydah (Buraidah))
1727623500,Sep;29;2024;-;3:25pm;complete;N/A; Feiha; Riyadh;Ahmad Al Rumaikhani;5;0.00;2.00;0.67;2.00;2;0;2;2;2;0;20,35;;5;4;2;0;2;0;1;1;2;0;15;15;9;3;4;9;12;11;47;53;1.04;1.51;1.73;1.52;4.75;75;100;100;75;75;50;75;100;100;10.00;5.50;2.37;3.25;2.83;1.33;2.00;3.55;7.00;1.73;1.95;Al Majma'ah Sports City Stadium (Al Majma'ah)
1727632800,Sep;29;2024;-;6:00pm;complete;N/A; Taawon; Ittifaq;Faisal Alblwi;5;3.00;3.00;2.00;1.71;1;1;2;1;1;0;13;90'3;5;10;2;1;3;0;2;1;0;3;14;17;7;6;6;8;11;6;40;60;1.40;1.32;1.54;1.82;1.75;25;50;25;0;0;0;50;25;100;4.50;5.00;2.35;3.20;2.85;1.28;1.90;3.50;6.50;1.67;2.05;Al Taawoun Club Stadium (Buraydah (Buraidah))
1727632800,Sep;29;2024;-;6:00pm;complete;N/A; Shabab; Raed;Abdulsamad Bakri;5;1.50;2.00;1.43;1.00;2;1;3;2;1;1;27,65;14;9;3;4;0;2;1;1;3;1;2;26;4;10;2;5;2;15;4;64;36;1.23;1.58;2.22;0.58;2.25;25;50;25;25;25;25;75;25;75;5.00;4.00;1.50;4.20;6.00;1.25;1.75;2.90;5.50;1.83;1.85;Al-Shabab Club Stadium (Riyadh)
1727967600,Oct;3;2024;-;3:00pm;complete;N/A; Ittifaq; Raed;Raed Al Zahrani;6;1.50;1.33;0.50;1.00;0;1;1;1;0;1;;36;6;1;1;0;2;0;1;0;0;2;20;13;5;3;12;7;12;11;69;31;1.03;1.25;1.95;0.97;2.67;34;75;59;17;17;34;75;42;100;6.17;4.00;1.69;3.60;4.47;1.28;1.99;3.25;6.25;1.91;1.77;Al Ettifaq Club Stadium (Ad Dammām (Dammam))
1727978400,Oct;3;2024;-;6:00pm;complete;N/A; Akhdoud; Ittihad;N/A;6;0.50;1.50;0.71;2.50;1;2;3;0;0;0;90'5;50,89;7;5;3;0;3;0;0;3;0;3;13;6;7;4;4;1;8;10;39;61;1.08;1.00;1.47;0.99;2.00;25;50;50;25;0;50;50;0;50;9.00;4.50;5.68;4.71;1.46;1.15;1.48;2.23;3.74;1.60;2.30;Prince Hathloul Bin Abdul Aziz Sport City Stadium (Najran)
1727978400,Oct;3;2024;-;6:00pm;complete;N/A; Wahda; Feiha;N/A;6;1.33;0.50;1.00;0.57;2;2;4;1;1;0;4,82;74,90'14;0;7;3;0;3;0;0;3;0;3;8;16;4;7;1;6;8;11;36;64;1.39;0.93;0.73;1.69;1.92;34;34;34;17;17;17;34;17;75;6.17;6.33;1.89;3.68;3.71;1.23;1.75;2.84;5.14;1.65;2.05;King Abdulaziz Sports City Stadium (Makkah (Mecca))
1728054000,Oct;4;2024;-;3:00pm;complete;N/A; Kheej; Kholood;Sami Al Jires;6;0.50;1.50;1.43;1.14;1;0;1;0;0;0;66;;9;4;1;0;2;0;1;0;2;0;17;13;5;3;8;6;12;13;62;38;1.03;1.25;1.58;1.03;1.50;25;25;25;25;0;0;25;25;75;8.00;2.50;2.30;3.20;3.10;1.35;2.00;3.60;7.00;1.73;1.95;Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1728054900,Oct;4;2024;-;3:15pm;complete;N/A; Riyadh; Quadisiya;Ivan Barton;6;1.50;2.00;1.17;1.86;2;1;3;1;1;0;24,59;79;4;5;2;0;1;0;0;2;0;1;12;18;7;9;3;4;11;9;31;69;1.13;1.18;1.33;1.89;2.00;25;50;50;25;0;0;25;50;75;9.50;5.00;6.75;4.20;1.42;1.24;1.86;2.97;5.50;2.01;1.68;Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh))
1728064800,Oct;4;2024;-;6:00pm;complete;N/A;Dhamk; Shabab;N/A;N/A;1.50;3.00;1.71;2.17;1;0;1;0;0;0;66;;4;2;2;0;3;0;1;1;1;2;14;9;5;3;6;3;9;9;32;68;1.48;0.72;1.24;0.94;1.75;25;25;25;25;0;25;75;0;50;6.00;5.00;3.65;3.45;2.00;1.33;1.91;3.55;6.25;1.70;1.90;N/A
1728141300,Oct;5;2024;-;3:15pm;complete;N/A; Nassr; Orubah;Yael Falcón Pérez;6;1.67;0.33;1.71;0.88;3;0;3;2;2;0;17,29,71;;6;4;0;0;1;0;0;0;0;1;8;7;2;2;6;5;15;9;58;42;2.19;1.06;0.00;0.00;2.84;67;100;34;17;17;34;84;33;100;12.00;4.33;1.12;8.00;19.00;1.05;1.25;1.73;2.75;1.90;1.87;N/A
1728141900,Oct;5;2024;-;3:25pm;complete;N/A; Taawon; Fateh;Majed Al Shamrani;6;2.33;0.00;2.00;0.17;2;0;2;1;1;0;45'3,81;;5;6;1;0;2;0;1;0;1;1;9;7;6;4;3;3;14;11;47;53;1.45;1.23;0.00;0.00;1.84;17;59;25;0;0;0;59;25;100;7.33;5.17;1.79;3.62;3.92;1.21;1.79;2.82;5.15;1.73;2.10;Al Taawoun Club Stadium (Buraydah (Buraidah))
1728151200,Oct;5;2024;-;6:00pm;complete;N/A; Ahli; Hil;Slavko Vinčić;6;3.00;3.00;2.17;2.29;1;2;3;1;1;0;12;56,78;6;3;3;0;2;0;1;2;0;2;7;7;3;5;4;2;17;17;41;59;2.30;1.73;0.00;0.00;4.00;42;100;75;42;42;59;84;59;84;11.33;3.33;3.90;4.20;1.73;1.12;1.40;2.00;3.25;1.40;2.65;King Abdullah Sports City (Jeddah)
1729262700,Oct;18;2024;-;2:45pm;complete;N/A; Kheej; Ahli;Faisal Alblwi;7;1.33;0.33;1.43;1.43;0;3;3;0;0;0;;55,70,74;1;5;3;1;2;0;1;3;1;1;10;15;0;7;8;6;8;22;50;50;1.21;1.26;0.67;1.70;1.00;17;17;0;0;0;0;17;17;67;10.00;2.67;4.67;4.25;1.60;0.00;1.76;2.30;0.00;1.80;1.91;Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1729263600,Oct;18;2024;-;3:00pm;complete;N/A; Hil; Feiha;Radu Petrescu;7;3.00;0.67;3.00;0.57;3;0;3;1;1;0;5,65,81;;9;2;0;0;2;0;0;0;1;1;21;8;10;5;10;3;17;12;63;37;1.98;1.18;2.55;1.03;3.09;67;67;67;67;25;25;67;42;84;11.00;4.50;1.05;15.66;17.98;1.02;1.20;1.60;2.30;1.95;1.73;Kingdom Arena (Ar-Riyāḍ (Riyadh))
1729274400,Oct;18;2024;-;6:00pm;complete;N/A; Shabab; Nassr;Darío Herrera;7;2.00;3.00;1.43;2.17;1;2;3;0;0;0;90;69,90'7;9;7;3;0;4;1;2;1;1;4;14;18;4;6;7;8;10;12;41;59;1.56;2.06;1.30;1.60;2.84;42;67;67;25;25;42;84;50;84;9.17;2.50;4.91;4.30;1.57;1.18;1.60;2.50;4.50;1.60;2.25;Al-Shabab Club Stadium (Riyadh)
1729350300,Oct;19;2024;-;3:05pm;complete;N/A; Raed; Wahda;Shukri Al Hanfosh;N/A;0.00;0.00;1.17;0.20;2;2;4;0;0;0;53,65;47,90'5;4;7;2;0;2;0;1;1;1;1;9;20;4;8;5;6;14;7;48;52;0.63;1.09;1.05;1.69;3.50;50;75;50;25;25;25;50;50;100;7.50;4.50;2.32;3.50;3.00;1.31;1.85;3.47;6.89;1.73;2.00;N/A
1729351200,Oct;19;2024;-;3:20pm;complete;N/A;Dhamk; Taawon;Abdulsamad Bakri;7;2.00;0.00;1.71;0.67;2;2;4;1;0;1;60,77;27,85;5;4;2;0;4;0;0;2;0;4;11;9;4;3;3;3;13;9;43;57;1.40;1.16;1.11;0.83;2.00;42;42;42;17;0;17;59;25;59;8.67;6.50;2.91;3.32;2.47;1.30;2.04;3.75;7.50;1.83;1.83;Dhamak Club Stadium (Khamis Mushait)
1729360800,Oct;19;2024;-;6:00pm;complete;N/A; Ittihad; Quadisiya;Sergey Karasev;7;3.00;1.33;3.00;1.86;3;1;4;2;1;1;7,67,81;20;6;5;1;0;1;0;1;0;1;0;10;13;6;6;4;7;9;11;48;52;1.85;1.42;0.00;0.00;3.33;67;67;67;34;34;17;50;67;84;9.66;4.33;1.63;4.17;4.17;1.17;1.53;2.32;5.70;1.62;2.20;King Abdullah Sports City (Jeddah)
1729435500,Oct;20;2024;-;2:45pm;complete;N/A; Fateh; Kholood;N/A;N/A;1.00;1.00;0.71;1.14;1;1;2;1;0;1;54;9;6;9;0;0;1;0;0;0;1;0;13;8;8;5;5;3;8;12;54;46;1.11;1.18;0.00;0.00;2.67;50;50;50;33;17;17;50;50;100;8.00;3.33;2.16;3.53;3.13;1.28;1.88;3.30;6.00;1.73;2.00;N/A
1729437600,Oct;20;2024;-;3:20pm;complete;N/A; Akhdoud; Riyadh;N/A;7;0.33;1.33;0.71;2.00;0;1;1;0;0;0;;53;5;3;4;0;3;0;1;3;2;1;10;4;5;3;5;1;14;8;63;37;1.21;1.51;0.00;0.00;2.84;50;84;67;17;17;33;50;50;50;10.66;5.67;2.10;3.46;3.11;1.28;1.97;3.20;6.25;1.80;1.91;Prince Hathloul Bin Abdul Aziz Sport City Stadium (Najran)
1729447200,Oct;20;2024;-;6:00pm;complete;N/A; Ittifaq; Orubah;N/A;N/A;1.00;0.25;0.50;0.88;2;3;5;3;2;1;44,45'11;12,74,84;3;7;2;1;4;0;2;1;1;3;3;10;2;6;1;4;13;17;51;49;1.34;1.06;0.00;0.00;2.59;25;67;54;13;13;38;84;29;84;7.58;2.75;1.58;3.84;4.95;1.28;1.88;3.30;6.25;1.91;1.80;N/A
1729782900,Oct;24;2024;-;3:15pm;complete;N/A; Orubah; Shabab;N/A;N/A;3.00;2.00;1.20;2.17;0;3;3;1;0;1;;38,64,90'4;2;4;0;0;1;0;0;0;1;0;10;13;4;4;2;5;8;12;39;61;1.11;0.79;0.99;1.39;1.00;0;0;0;0;0;0;42;0;59;4.33;7.50;3.55;3.33;1.97;1.33;1.98;3.55;7.00;1.77;1.90;N/A
1729792800,Oct;24;2024;-;6:00pm;complete;N/A; Riyadh; Ittihad;Sami Al Jires;8;2.00;2.00;1.17;2.50;0;1;1;1;0;1;;45'2;4;5;2;1;3;0;2;1;0;3;10;13;4;7;3;5;7;8;26;74;1.20;1.00;0.92;1.62;3.00;67;84;84;33;0;17;50;67;100;9.67;4.00;5.83;4.80;1.39;1.17;1.55;2.38;4.20;1.62;2.10;Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh))
1729792800,Oct;24;2024;-;6:00pm;complete;N/A; Wahda; Kheej;N/A;N/A;1.25;1.00;1.00;1.50;1;3;4;1;1;0;45'1;55,59,72;4;6;2;0;0;0;0;2;0;0;12;16;4;12;6;2;11;12;44;56;1.23;0.90;1.27;2.04;3.09;54;71;54;42;29;13;88;42;84;5.42;5.25;2.32;3.34;2.99;1.30;1.93;3.30;6.25;1.67;2.05;N/A
1729867200,Oct;25;2024;-;2:40pm;complete;N/A; Quadisiya;Dhamk;Jesús Valenzuela Sáez;8;2.00;0.00;2.50;0.50;2;1;3;1;1;0;39,88;90'5;2;2;2;0;1;0;0;2;0;1;14;11;6;4;4;7;17;13;55;45;1.54;1.26;1.40;1.16;2.84;34;50;50;34;34;17;100;50;50;9.66;4.67;1.60;3.99;5.07;1.26;1.81;2.97;5.57;1.80;1.85;Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1729868700,Oct;25;2024;-;3:05pm;complete;N/A; Kholood; Nassr;Georgi Kabakov;8;0.33;3.00;0.33;2.17;3;3;6;4;2;2;12,28,71;16,24,90'5;1;13;3;0;2;0;0;3;0;2;11;19;8;9;1;7;10;16;33;67;1.25;1.90;1.28;2.27;4.00;67;84;84;50;50;50;67;84;100;9.33;3.33;8.35;5.86;1.24;1.14;1.43;2.10;3.43;1.85;1.83;King Abdullah Sport City Stadium (Buraydah (Buraidah))
1729879200,Oct;25;2024;-;6:00pm;complete;N/A; Ahli; Akhdoud;N/A;8;2.00;1.00;2.17;1.17;1;1;2;1;0;1;62;45'6;7;6;2;0;5;0;1;1;1;4;23;18;13;6;7;6;11;13;66;34;2.30;1.84;2.53;1.55;3.67;67;84;67;50;33;50;84;50;100;12.00;4.00;1.26;5.67;7.58;1.16;1.50;2.28;3.92;1.77;1.91;King Abdullah Sports City (Jeddah)
1729954800,Oct;26;2024;-;3:00pm;complete;N/A; Feiha; Ittifaq;N/A;8;1.00;2.33;0.67;1.71;1;1;2;1;1;0;28;53;5;6;1;0;3;0;0;1;1;2;8;16;4;6;3;5;11;15;44;56;1.27;1.49;0.92;1.47;3.00;50;84;50;34;34;50;84;50;84;8.00;4.00;3.75;3.46;1.87;1.26;1.92;3.14;5.90;1.79;1.87;Al Majma'ah Sports City Stadium (Al Majma'ah)
1729955100,Oct;26;2024;-;3:05pm;complete;N/A; Raed; Fateh;N/A;8;0.33;0.00;1.17;0.17;2;1;3;1;1;0;45'2,65;85;4;10;5;0;4;0;1;4;2;2;12;22;3;3;5;7;16;13;50;50;0.77;1.23;0.90;1.24;2.34;34;67;50;17;0;0;34;50;100;9.00;4.34;2.50;3.25;2.75;1.30;1.93;3.30;6.25;1.67;2.05;Al Raid Club Stadium (Buraydah (Buraidah))
1729965600,Oct;26;2024;-;6:00pm;complete;N/A; Hil; Taawon;Andrés José Rojas Noguera;8;3.00;0.33;3.00;0.67;2;0;2;1;1;0;15,62;;6;2;2;0;0;0;1;1;0;0;13;7;8;3;4;2;19;16;55;45;2.17;1.05;1.59;0.80;3.34;67;84;84;50;17;17;84;67;84;11.67;5.33;1.25;6.25;9.50;1.10;1.35;1.93;3.10;1.70;2.00;Kingdom Arena (Ar-Riyāḍ (Riyadh))
1730386200,Oct;31;2024;-;2:50pm;complete;N/A; Shabab; Wahda;Majed Al Shamrani;N/A;1.50;0.33;1.43;0.20;3;1;4;1;1;0;35,52,61;90'1;4;5;3;1;0;0;1;3;0;0;18;16;8;7;6;6;10;9;60;40;1.49;1.29;1.84;1.68;3.34;59;75;59;34;17;29;59;46;88;10.08;3.92;1.51;4.25;5.62;1.25;1.77;3.00;5.75;1.83;1.85;N/A
1730387400,Oct;31;2024;-;3:10pm;complete;N/A; Akhdoud; Orubah;Mohammed Al Hoaish;9;0.25;0.80;0.71;0.88;4;0;4;1;1;0;45'5,64,81,83;;7;2;0;0;0;0;0;0;0;0;12;9;5;0;4;6;11;10;48;52;1.21;1.06;1.33;0.66;2.78;43;75;65;20;20;53;63;33;75;8.50;5.45;2.01;3.46;3.57;1.27;2.02;3.28;6.10;1.79;1.87;Prince Hathloul Bin Abdul Aziz Sport City Stadium (Najran)
1730397600,Oct;31;2024;-;6:00pm;complete;N/A; Ittihad; Ahli;Jesús Valenzuela Sáez;9;3.00;1.00;3.00;1.43;1;0;1;1;1;0;42;;7;6;1;0;3;0;0;1;0;3;13;11;5;4;4;4;14;16;50;50;1.85;1.37;1.30;1.13;3.38;63;75;63;38;25;25;50;75;88;9.75;3.75;2.12;3.71;3.06;1.12;1.41;2.01;3.22;1.36;2.79;King Abdullah Sports City (Jeddah)
1730471700,Nov;1;2024;-;2:35pm;complete;N/A; Kheej; Raed;N/A;9;1.00;1.75;1.43;1.00;4;0;4;2;2;0;39,45'3,75,90'1;;12;6;4;0;1;0;1;3;1;0;21;10;9;4;9;3;16;8;55;45;1.07;1.18;2.28;0.93;2.00;25;50;38;13;13;25;50;25;75;6.25;4.50;2.25;3.20;3.25;1.38;2.10;3.85;7.50;1.83;1.85;Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1730474100,Nov;1;2024;-;3:15pm;complete;N/A;Dhamk; Riyadh;Shukri Al Hanfosh;9;1.75;1.75;1.71;2.00;2;2;4;2;1;1;42,90'1;23,68;7;5;3;0;2;0;2;1;1;1;24;7;12;4;8;2;14;18;60;40;1.33;1.51;2.42;0.98;2.75;50;63;50;38;13;25;63;38;75;10.25;4.75;1.95;3.40;3.75;1.28;1.90;3.25;6.25;1.75;2.00;Dhamak Club Stadium (Khamis Mushait)
1730484000,Nov;1;2024;-;6:00pm;complete;N/A; Nassr; Hil;Felix Zwayer;9;2.00;3.00;1.71;2.29;1;1;2;1;1;0;1;77;5;6;5;0;4;0;3;2;0;4;11;12;4;4;5;7;15;16;51;49;2.19;1.73;1.14;1.32;3.00;50;100;63;13;13;38;75;50;88;13.75;3.25;2.88;3.80;2.20;1.11;1.38;1.90;3.00;1.30;3.10;Al Awal Park at King Saud University (Ar-Riyāḍ (Riyadh))
1730558100,Nov;2;2024;-;2:35pm;complete;N/A; Fateh; Feiha;Ahmad Al Rumaikhani;9;1.00;0.50;0.71;0.57;1;1;2;1;0;1;54;45'4;2;8;0;0;3;0;0;0;2;1;13;9;5;5;4;1;15;18;44;56;1.11;1.15;1.19;1.05;2.50;50;63;50;25;13;13;63;50;88;7.50;3.75;2.20;3.45;3.10;1.28;1.85;3.25;6.00;1.67;2.05;Al Fateh Club Stadium (Al-Hofuf)
1730559300,Nov;2;2024;-;2:55pm;complete;N/A; Taawon; Kholood;Khaled Al Teris;N/A;2.50;1.00;2.00;1.14;1;1;2;2;1;1;32;18;4;3;1;0;3;0;0;1;0;3;13;18;5;4;6;11;5;12;69;31;1.45;1.18;1.43;1.51;1.88;38;63;13;13;0;0;63;13;100;9.50;4.75;1.67;3.70;5.00;1.30;2.00;3.55;7.00;1.90;1.77;N/A
1730570400,Nov;2;2024;-;6:00pm;complete;N/A; Ittifaq; Quadisiya;Anastasios Sidiropoulos;N/A;0.75;1.00;0.50;1.86;0;2;2;2;0;2;;12,45'3;5;3;3;0;3;0;1;2;0;3;14;10;6;3;5;4;11;15;44;56;1.34;1.42;1.46;0.91;2.25;38;50;50;25;13;25;63;50;75;9.25;3.75;2.88;3.20;2.45;1.33;2.00;3.50;7.00;1.73;1.95;N/A
1730989800,Nov;7;2024;-;2:30pm;complete;N/A; Quadisiya; Feiha;Cláudio Filipe Ruivo Pereira;10;2.25;0.60;2.50;0.57;2;0;2;2;2;0;4,44;;4;6;2;0;6;0;1;1;2;4;9;12;6;5;1;5;16;12;55;45;1.50;1.13;1.12;1.24;2.00;33;55;45;10;0;0;80;45;65;10.40;5.55;1.43;4.52;6.52;1.22;1.69;2.70;5.00;1.83;1.83;Prince Mohamed bin Fahd Stadium (Ad Dammām (Dammam))
1730991600,Nov;7;2024;-;3:00pm;complete;N/A; Kholood; Shabab;N/A;10;0.50;2.25;0.33;2.17;0;2;2;0;0;0;;58,75;3;4;0;0;1;0;0;0;0;1;4;8;0;4;2;3;9;11;42;58;1.26;0.94;0.51;1.13;3.13;38;50;50;38;38;38;63;50;88;5.25;4.25;3.73;3.47;1.87;1.30;1.89;3.35;6.25;1.73;1.95;King Abdullah Sport City Stadium (Buraydah (Buraidah))
1730998800,Nov;7;2024;-;5:00pm;complete;N/A; Orubah; Ittihad;Khaled Al Teris;10;2.00;2.25;1.20;2.50;0;2;2;1;0;1;;25,52;2;5;0;0;1;0;0;0;0;1;12;8;5;5;5;1;11;22;27;73;1.07;1.16;1.27;1.05;1.96;25;42;42;13;0;13;59;29;71;8.17;5.25;7.31;5.22;1.34;1.14;1.48;2.21;3.75;1.70;2.00;Al-Jouf University Stadium (Sakākā (Sakakah))
1731077100,Nov;8;2024;-;2:45pm;complete;N/A; Hil; Ittifaq;Urs Schnyder;10;3.00;2.00;3.00;1.71;3;1;4;1;1;0;45'2,81,90'6;90'4;6;2;2;0;3;1;1;1;2;2;18;9;8;4;7;3;11;10;67;33;2.03;1.48;2.10;0.97;2.75;63;88;50;25;13;13;88;38;100;12.25;3.25;1.23;6.32;8.95;1.12;1.45;2.12;3.55;1.83;1.85;Kingdom Arena (Ar-Riyāḍ (Riyadh))
1731079200,Nov;8;2024;-;3:20pm;complete;N/A; Ahli; Raed;Sami Al Jires;10;1.75;1.40;2.17;1.00;2;0;2;0;0;0;55,90'4;;5;6;4;0;3;0;1;3;2;1;22;8;9;5;8;2;21;6;64;36;2.37;1.13;2.20;0.96;3.13;58;90;55;33;23;43;100;45;90;8.75;4.65;1.24;5.95;9.47;1.15;1.50;2.26;4.00;1.85;1.83;King Abdullah Sports City (Jeddah)
1731085200,Nov;8;2024;-;5:00pm;complete;N/A; Riyadh; Nassr;Nikola Dabanović;10;1.50;2.50;1.17;2.17;0;1;1;1;0;1;;41;3;6;2;0;1;0;1;1;0;1;10;18;3;11;7;3;14;9;34;66;1.13;2.00;1.14;2.10;3.50;63;88;88;38;25;25;75;88;88;11.25;4.50;8.48;6.45;1.24;1.12;1.45;2.11;3.65;1.83;1.85;Prince Faisal bin Fahd Stadium (Ar-Riyāḍ (Riyadh))
