timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1712379600,Apr 06 2024 - 5:00am,complete,N/A,Ulsan,Suwon,Sang-Hyeop Chae,6,2.00,1.67,2.37,1.30,3,0,3,1,1,0,"18,64,90'6","",3,3,1,0,1,0,0,1,0,1,14,9,6,3,8,6,4,11,62,38,1.94,1.59,2.04,1.12,2.59,59,59,25,25,25,25,59,25,100,8.17,1.83,1.60,4.00,5.00,1.22,1.68,2.75,5.00,1.80,1.91,Ulsan Munsu Football Stadium (Ulsan)
1712388600,Apr 06 2024 - 7:30am,complete,N/A,Incheon United,Jeju United,Hee-Gon Kim,6,1.50,0.50,0.74,0.79,0,1,1,0,0,0,"","70",10,4,1,0,2,0,1,0,1,1,14,11,3,2,11,9,15,14,50,50,1.77,1.35,1.72,1.45,1.75,25,75,0,0,0,50,75,0,50,8.50,5.00,2.15,3.25,3.25,1.33,2.05,3.40,6.00,1.80,1.91,Sungui Arena Park (Incheon)
1712388600,Apr 06 2024 - 7:30am,complete,N/A,Sangju Sangmu,Gwangju,Jong-Hyeok Kim,6,1.50,0.00,1.95,0.94,2,1,3,2,1,1,"45'3,59","7",6,3,2,0,2,1,0,2,1,2,7,6,3,4,4,2,12,11,50,50,1.28,0.78,1.05,0.84,2.00,25,25,25,25,25,25,50,25,75,5.00,4.00,2.40,3.30,2.75,1.33,1.90,3.50,6.50,1.83,1.83,Gimcheon Stadium (Gimcheon)
1712466000,Apr 07 2024 - 5:00am,complete,N/A,Jeonbuk Motors,Gangwon,Hyun-Jae Choi,6,1.00,0.50,1.37,1.21,2,3,5,2,1,1,"45'7,90'8","42,70,74",3,2,3,0,2,0,1,2,2,0,7,9,3,4,4,5,19,13,50,50,1.71,1.72,1.10,1.20,3.50,100,100,50,50,25,25,75,50,100,8.00,4.00,1.83,3.40,4.00,1.36,2.20,3.60,7.00,2.00,1.73,Jeonju World Cup Stadium (Jeonju)
1712466000,Apr 07 2024 - 5:00am,complete,N/A,Daegu,FC Seoul,Yong-Woo Kim,6,0.50,0.50,1.21,1.40,0,0,0,0,0,0,"","",5,4,2,0,3,0,1,1,1,2,7,6,3,3,4,3,6,8,31,69,1.88,1.14,0.95,1.22,1.75,50,75,0,0,0,0,50,25,100,6.00,4.50,2.50,3.00,2.80,1.35,2.10,3.60,6.75,1.82,1.88,DGB Daegu Bank Park (Daegu)
1712475000,Apr 07 2024 - 7:30am,complete,N/A,Daejeon Citizen,Pohang Steelers,Dong-Jun Lee,6,2.00,1.50,1.53,1.33,1,2,3,0,0,0,"46","82,90'3",0,4,1,0,1,0,0,1,0,1,3,14,2,8,1,6,9,5,50,50,1.24,1.32,0.74,2.16,1.75,25,75,0,0,0,0,0,75,100,7.00,5.00,2.80,3.20,2.38,1.33,2.00,3.60,7.00,1.80,1.95,Daejeon World Cup Stadium (Daejeon)
1712984400,Apr 13 2024 - 5:00am,complete,N/A,Jeonbuk Motors,Gwangju,Sang-Hyeop Chae,7,0.67,0.00,1.37,0.94,2,1,3,1,1,0,"18,90'1","83",2,4,3,0,1,0,0,3,1,0,10,7,4,3,6,4,14,9,50,50,1.51,0.81,1.37,1.19,2.84,75,75,59,34,17,59,75,17,100,7.00,5.83,1.94,3.15,3.60,1.42,2.18,4.20,8.50,1.91,1.77,Jeonju World Cup Stadium (Jeonju)
1712984400,Apr 13 2024 - 5:00am,complete,N/A,FC Seoul,Pohang Steelers,Jong-Hyeok Kim,7,2.33,2.00,1.67,1.33,2,4,6,2,1,1,"45'2,65","15,73,77,90'4",3,2,1,0,3,0,0,1,2,1,15,8,6,6,9,2,8,13,60,40,1.28,1.60,1.88,1.24,2.34,33,67,33,17,17,34,34,50,67,7.34,5.34,2.32,3.10,2.80,1.38,2.10,3.95,8.00,1.83,1.85,Seoul World Cup Stadium (Seoul)
1712993400,Apr 13 2024 - 7:30am,complete,N/A,Ulsan,Gangwon,N/A,7,2.33,1.33,2.37,1.21,4,0,4,2,2,0,"9,43,55,61","",3,4,2,0,1,0,1,1,0,1,16,7,12,2,4,5,11,6,50,50,1.97,1.55,2.15,0.81,3.83,67,84,67,50,50,33,67,84,100,6.00,2.67,1.62,3.70,4.40,1.33,2.00,3.45,6.50,2.00,1.73,Ulsan Munsu Football Stadium (Ulsan)
1712993400,Apr 13 2024 - 7:30am,complete,N/A,Jeju United,Sangju Sangmu,Yong-Jun Shin,7,2.00,2.00,1.79,1.37,0,2,2,2,0,2,"","35,45'4",2,2,2,0,2,0,1,1,1,1,4,7,2,4,2,3,13,15,50,50,1.69,1.42,0.65,1.00,3.34,50,84,50,50,34,50,67,67,100,11.00,3.00,2.23,3.05,2.95,1.33,2.02,3.70,7.50,1.83,1.83,Jeju World Cup Stadium (Seogwipo)
